Reviewer,Note,Comment,Localisation,Nbreviews,Date,Compagny
Julie Price,1.0,"Lost Order

I ordered hand sanitizer & the order was shipped very quickly. Then it was lost. I gave it a few days, just to be sure, but it never showed. After contacting the Post Office with no luck I then contacted HotShots & they immediately sent out another order and helped me with tracking info when I didn’t see it. They are personable, helpful & I would order from them any day.",US,1,2020-05-27T01:55:25Z,Hot Shot's Secret
Jesse Mack,1.0,"Best products on earth

Best products on earth, honest people, love their youtube channel, wish they made motor oil for gasoline engines.",US,1,2020-05-26T21:41:10Z,Hot Shot's Secret
Scott Weisenberger,1.0,"2008 F350 6.4l Powerstroke 298,000 miles

360 miles on since I put the stiction eliminator in the oil and fuel and it has performed great, the engine has quieted down and the miss at idle has gone away... I will post more as it improves!!!",US,1,2020-05-26T00:27:29Z,Hot Shot's Secret
Oleg Lvov,1.0,"Hot Shot's hand sanitizer

Hot Shot's service is perfect, hand sanitizer came on the scheduled time and the product was intact. Also, your hand sanitizer is based on 80% of ethanol alcohol - what could be better for killing the virus and germs.",US,1,2020-05-25T18:11:47Z,Hot Shot's Secret
Gregg S.,1.0,"Hand sanitizer

Quick delivery of hard to find hand sanitizer.",US,2,2020-05-25T14:21:49Z,Hot Shot's Secret
Veronica Cervantes,1.0,"I am very satisfied

There were some issues with the delivery. But Hot Shot”a Secrets was good at addressing the issues. Thank You",US,1,2020-05-27T21:10:34Z,Hot Shot's Secret
Patrick Langford,1.0,"Works great

Works great very happy with the results",US,1,2020-05-23T02:45:22Z,Hot Shot's Secret
Yevgeniy Protsenko,1.0,"I have used Hot shots secret for diesel…

I have used Hot shots secret for diesel fuel additives and really like their products. I've purchased their hand sanitizer and it 80% alcohol much better than other brands i am happy to use it.",US,1,2020-05-22T20:19:03Z,Hot Shot's Secret
Lucas Tourgee,1.0,"Great products

Great products at a great price my only issue is with the fedex shipping no fault to hotshots!",US,1,2020-05-22T18:34:41Z,Hot Shot's Secret
JAKE,1.0,"Wow!!!!

Decided to run the diesel extreme in my 99 Ram 2500 because I was having issues with the truck not starting unless it was plugged in. Ran the full bottle and my truck is back to starting perfectly. Once this tank is done I will start running the every day treatment in every tank and we shall see how that goes. I also ran the extreme gasoline treatment in my car and I am blown away. After I changed the oil (using Amsoil with a Wix filter) and ran extreme gasoline treatment in the tank, the mileage has improved dramatically. As far as now, I am super stoked with this product and will continue to be a customer! Thanks for everything guys!",US,2,2020-05-22T18:27:07Z,Hot Shot's Secret
Missshopsalot,1.0,"Grateful Construction Crews

They were able to provide our construction company with a large quantity of hand sanitizer when we were unable to find through our regular channels. Our crews were very grateful.",US,1,2020-05-21T18:54:59Z,Hot Shot's Secret
Andy,0.8,"Finally received the sanitizer after…

Finally received the sanitizer after first shipment was lost during the shipping. They are easy to talk to and resolved my issue by sending me the replacement.",US,1,2020-05-21T00:55:46Z,Hot Shot's Secret
Dorsey Baker,1.0,"Great company to work with and great…

Great company to work with and great products!!.Thank you!! Dorsey Baker DDS.",US,1,2020-05-20T22:46:41Z,Hot Shot's Secret
Ruth E,1.0,"my order was exactly what I ordered

my order was exactly what I ordered, and came very quickly. Thank you!",US,1,2020-05-20T22:34:25Z,Hot Shot's Secret
Jorge Chaumont,1.0,"Superv service

Superv service, fast shipping and great sanitizer!!! A+++++

Thank you",US,2,2020-05-20T22:07:08Z,Hot Shot's Secret
Katya Brewington,1.0,"Great product, great customer service!

My shipment was damaged during delivery and an empty box was delivered. I contacted customer service and they sent me a replacement immediately! Thank you for all you do! Great product, great customer service!",US,1,2020-05-20T06:00:10Z,Hot Shot's Secret
Tom Walchesky,1.0,"Great product

Great product, excellent experience. Engine seems to run a bit crisper.",US,3,2020-05-20T17:52:53Z,Hot Shot's Secret
NathanielHolt,1.0,"Awesome service

Awesome service, super fast shipping. Great hand sanitizer as well!!!!!",US,2,2020-05-19T21:56:05Z,Hot Shot's Secret
Derek Lane,1.0,"My 2015 GMC Duramax and 2014 VW Jetta…

My 2015 GMC Duramax and 2014 VW Jetta Tdi both love your EDT with LX4... I just started running your 15w40 Full syn with fr3 in my Duramax really like your product keep up the great work",US,2,2020-05-19T21:04:21Z,Hot Shot's Secret
Robert Aures,1.0,"Bought the hand sanitizer

Bought the hand sanitizer. Shipping was fast. As people have noted it does have a strong smell (smelled like tequila to me!)....I followed the instructions in their video to add aloe gel and essential oil to a separate container and it worked great...I used an empty hand soap pump dispenser so I could take it with me and it is perfect!.....Thanks for filling a need in these crazy times!",US,1,2020-05-19T09:39:18Z,Hot Shot's Secret
Jessaca Mattox,1.0,"Awesome hand sanitizer!

Quick delivery & provided an amazing product during a crazy time in our world. Very happy to support local businesses & an even happier customer. I have had several others order from here & will continue spreading the word.",US,1,2020-05-19T06:54:50Z,Hot Shot's Secret
Marilyn Pipkin,1.0,"Excellent Product

I was impressed by this company's valiant effort to manufacture hand sanitizer when it was sorely needed. My order arrived quickly, and i received reassuring feedback about its status. The hand sanitizer itself is clean smelling, fast evaporating, and refreshing when it dries - not at all sticky.",US,6,2020-06-17T16:51:31Z,Hot Shot's Secret
Pierre Rodgers,1.0,"Hot Shots to the Rescue

Great that you've offered up a needed product with the scarcity of conventional hand sanitizer.",US,1,2020-05-18T17:54:56Z,Hot Shot's Secret
Norman K Maes,0.8,"Like the product

Like the product. Delivered later than originally stated.",US,1,2020-05-18T17:09:36Z,Hot Shot's Secret
James Davis,0.8,"thought was suppose to get bottle of…

thought was suppose to get bottle of sanitizer with order may have been mistaken thanks",US,1,2020-05-18T12:18:44Z,Hot Shot's Secret
Jake B,1.0,"Actual results that you can see in fuel…

Actual results that you can see in fuel mileage and feel in the pedal. Engine is a little quieter aswell during idle.",US,1,2020-05-18T05:05:01Z,Hot Shot's Secret
Margo,1.0,"Good product

Good product, nice price could be a little lower at this time in need. Fast shipping!",US,5,2020-05-18T04:27:59Z,Hot Shot's Secret
CG,1.0,"Cheapest hand sanitizer, fast shipping

Cheapest hand sanitizer I could find at the time of purchase, arrived super quickly! Overall positive experience",US,1,2020-05-17T08:46:12Z,Hot Shot's Secret
Jay,1.0,"Highly recommend!!

Excellent experience with courteous, helpful professionals",US,2,2020-05-16T17:06:28Z,Hot Shot's Secret
Justin Chamberlain-Dupree,1.0,"Arrived quickly as described

Arrived quickly as described. Prices were good considering the circumstances. Worked quite well",US,2,2020-05-16T16:05:44Z,Hot Shot's Secret
Greg Harris,1.0,Excellent products fast service.,US,1,2020-05-16T15:46:12Z,Hot Shot's Secret
Dustin Garr,1.0,"Excellent products!!!

Excellent products!!!
Dustin Garr Ventura CA",US,1,2020-05-16T15:22:43Z,Hot Shot's Secret
Sandra,1.0,"Originally my order was missing part of…

Originally my order was missing part of it but they made it right as soon as I notified them. They even gave me a 32oz size FREE! That's what I call outstanding service!! Thank you!",US,3,2020-05-16T04:52:58Z,Hot Shot's Secret
Vasan R,0.4,"I still have not received hand sanitizer, even though the order was placed over three weeks ago

I placed my order on April 24, and have yet to receive the hand sanitizer. Whenever I check the tracking information, the status stays the same as “in transit“ even though it was supposedly shipped in the beginning of May. I was told by a representative that the COVID-19 pandemic has affected all the carriers. However, I ordered hand sanitizer from another company, and it was delivered in five business days. The one redeeming quality of this company is that they agreed to refund my purchase.",US,1,2020-05-16T03:07:25Z,Hot Shot's Secret
Jon D Hirsch,1.0,As promised.,US,1,2020-05-16T02:22:11Z,Hot Shot's Secret
Chad,1.0,"I'm all about performance

I'm all about performance, I know my car like the back of my hand. I purchased the gasoline treatment and it works, I will not use no other brand i was getting 16 mpg in my 14 charger rt driving 3 hour through the mountain now I'm getting 23 and 20 when I'm playing with it I absolutely love this product I have told friends about it I just wish it was in the store. I also purchased the fr3, I use diesel additive in my semi thanks hotshot.",US,1,2020-05-15T23:15:50Z,Hot Shot's Secret
Odell Hitt,0.6,"Great shipping

Great shipping. Although the product didn't cure my miss in my 6.0 but I'm still experimenting.",US,1,2020-05-15T19:57:44Z,Hot Shot's Secret
Cole H. Giguiere,1.0,"Phenomenal product

My 7.3 powerstroke has never ran this good!!",US,1,2020-05-15T19:48:02Z,Hot Shot's Secret
Christopher JOHNSON,1.0,"These products are awesome and this is…

These products are awesome and this is a great company to deal with. Prompt shipping and amazing customer support",US,1,2020-05-15T19:13:56Z,Hot Shot's Secret
Lynn Hoyt,1.0,"Great product and outstanding customer…

Great product and outstanding customer service--- thank you!",US,1,2020-05-15T19:11:06Z,Hot Shot's Secret
6.0 Diesel,1.0,"Great price

Ordered treatment, came fairly quick and was a good price.",US,1,2020-05-15T18:56:58Z,Hot Shot's Secret
Timothy Ray,1.0,"Fast shipping great customer service

Fast shipping great customer service! Great products as always",US,1,2020-05-15T18:46:16Z,Hot Shot's Secret
ZIG,1.0,PRODUCT AND SERVICE ARE FIRST RATE,US,3,2020-05-14T23:18:39Z,Hot Shot's Secret
Don Manning,0.8,"Works great so far

Works great so far. Will see about rust effects in due time.",US,1,2020-05-14T20:50:12Z,Hot Shot's Secret
Joe Mace,0.8,"I’ve been using HSS for all my diesel…

I’ve been using HSS for all my diesel additives for years now and am extremely pleased with the products. The reason I gave four stars vice 5 on this order is because the website advertised a free 8 oz. bottle of hand sanitizer with every internet order. I did not get one with mine.
Thanks",US,3,2020-05-14T16:44:05Z,Hot Shot's Secret
customer,1.0,"I recently tried there oil additive at…

I recently tried there oil additive at first I was concerned after I put it in my truck began to run very rough I have a 6.0 Powerstroke after I noticed a bad misfire I sat in the truck and held the rpm around 1700 rpm for about 6 minutes then put the ac on max and ran it for another 3 minutes after I let it go back to idle it ran smoother then ever I highly recommend and trust hot shots secret and have been showing others I know about it",US,2,2020-05-14T04:26:38Z,Hot Shot's Secret
James Hartley,1.0,Fast shipping and great stuff,US,1,2020-05-13T23:03:36Z,Hot Shot's Secret
Kevin Kennard,1.0,"Some very good stuff for my diesel…

Some very good stuff for my diesel engines",US,1,2020-05-13T17:01:11Z,Hot Shot's Secret
Brad,1.0,"Hot Shots never fails to perform

After placing several orders over the last few years the have yet to disappoint. Always arrives within a few days of ordering. Even got free hand sanitizer this time!",US,3,2020-05-13T14:11:08Z,Hot Shot's Secret
Gary Mackay,1.0,Makes my engine smoother and quiet!!,US,1,2020-05-13T06:20:06Z,Hot Shot's Secret
KURT DENHAM,1.0,"Love all your products

Love all your products. Use in all my gas and diesel vehicles. Been using since stiction eliminater fixed my 2007 ford 6.0 back in 2009.",US,3,2020-05-13T02:46:05Z,Hot Shot's Secret
paul denis,0.2,"should has gotten two 8oz bottles with…

should has gotten two 8oz bottles with every order didn't get any",US,1,2020-05-12T23:42:42Z,Hot Shot's Secret
Britton Williams,1.0,Make great products,US,1,2020-05-12T23:19:37Z,Hot Shot's Secret
Bodie Brown,1.0,Great products!,US,1,2020-05-12T23:14:39Z,Hot Shot's Secret
Matt Bouton,0.2,Amazing products,US,3,2020-05-12T23:13:14Z,Hot Shot's Secret
Jason,0.8,"Products were great as always

Products were great as always. Order was supposed to have bottle of hand sanitizer included as part of purchase and was not.",US,1,2020-05-12T22:06:29Z,Hot Shot's Secret
Leeann Thompson,1.0,"Fast shipping

Fast shipping, great product!",US,1,2020-05-12T21:27:13Z,Hot Shot's Secret
Ronald Banfield,0.2,"Received wrong product made

Received wrong product made two attempts to get it right finally on the third attempt I canceled the order I will say on my third call the person I spoke to was very pleasant although I went on a rant about my frustration she listened and responded kindly",US,1,2020-05-12T19:59:16Z,Hot Shot's Secret
